username,week,total_engagement,text_length,retweet_count,reply_count,like_count,quote_count,tweet_count,rolling_engagement,rolling_tweet_count,engagement_per_text_length,tweet_count_delta,degree_centrality,pagerank,betweenness_centrality,closeness_centrality,eigenvector_centrality,followers_count,friends_count,statuses_count,community,log_followers,engagement_per_follower
Valkyrae,2025-06-09/2025-06-15,23126.0,96.0,171.0,1064.0,21663.0,228.0,1,18442.36111111111,3.0,240.89583333333334,-3.0,0.0526315789473684,0.0292077041849613,0.0,0.0526315789473684,1.4731878362559399e-09,2944525.0,979.0,26024.0,1,14.895458411349853,0.007853898336743617
Valkyrae,2025-06-16/2025-06-22,145.0,138.0,145.0,0.0,0.0,0.0,1,24709.36111111111,2.6666666666666665,1.0507246376811594,0.0,0.0526315789473684,0.0292077041849613,0.0,0.0526315789473684,1.4731878362559399e-09,2944525.0,979.0,26024.0,1,14.895458411349853,4.9243935779115474e-05
markiplier,2023-10-09/2023-10-15,54365.0,71.5,4358.0,1233.0,48248.5,525.5,2,,,760.3496503496503,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.003920814617841196
markiplier,2023-12-11/2023-12-17,653.0,140.0,653.0,0.0,0.0,0.0,1,54365.0,2.0,4.664285714285715,-1.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,4.70944899374653e-05
markiplier,2023-12-18/2023-12-24,3414.0,140.0,3414.0,0.0,0.0,0.0,1,27509.0,1.5,24.385714285714286,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.0002462183593361509
markiplier,2024-02-26/2024-03-03,26443.0,303.0,1157.0,460.0,24686.0,140.0,1,19477.333333333332,1.3333333333333333,87.27062706270627,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.0019070744217708957
markiplier,2024-03-25/2024-03-31,263801.0,46.0,22383.0,3948.0,236428.0,1042.0,1,10170.0,1.0,5734.804347826087,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.01902538061254714
markiplier,2024-05-13/2024-05-19,192886.0,11.0,13192.0,4554.0,171934.0,3206.0,1,97886.0,1.0,17535.090909090908,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.013910976701497598
markiplier,2024-08-05/2024-08-11,40764.5,73.5,1831.0,1081.5,37257.5,594.5,2,161043.33333333334,1.0,554.6190476190476,1.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.002939943851540282
markiplier,2024-10-21/2024-10-27,65084.0,222.0,3667.0,317.0,61055.0,45.0,1,165817.16666666666,1.3333333333333333,293.1711711711712,-1.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.004693871030765684
markiplier,2024-11-25/2024-12-01,2899.0,53.0,2899.0,0.0,0.0,0.0,1,99578.16666666667,1.3333333333333333,54.698113207547166,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.0002090764568586706
markiplier,2024-12-23/2024-12-29,289123.0,12.0,17502.0,1220.0,270094.0,307.0,1,36249.166666666664,1.3333333333333333,24093.583333333332,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.020851608291255406
markiplier,2025-01-06/2025-01-12,144326.0,217.0,6388.0,1270.0,136506.0,162.0,1,119035.33333333333,1.0,665.0967741935484,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,0.010408819838766641
markiplier,2025-02-24/2025-03-02,1284.0,101.0,1284.0,0.0,0.0,0.0,1,145449.33333333334,1.0,12.712871287128714,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,9.260233549725183e-05
markiplier,2025-05-12/2025-05-18,1320.0,102.0,1320.0,0.0,0.0,0.0,1,144911.0,1.0,12.941176470588236,0.0,0.1578947368421052,0.022759325467259,0.0,0.0,7.3659391812797e-11,13865741.0,382.0,9040.0,1,16.444931751647683,9.519866266072617e-05
scump,2025-05-19/2025-05-25,5156.5,72.5,182.0,22.25,4940.25,12.0,4,,,71.12413793103448,0.0,0.0526315789473684,0.022759325467259,0.0,0.0,7.3659391812797e-11,2240844.0,2135.0,57488.0,2,14.622363584839924,0.0023011418911802876
scump,2025-06-02/2025-06-08,3037.6666666666665,102.0,83.83333333333333,31.833333333333332,2911.8333333333335,10.166666666666666,6,5156.5,4.0,29.781045751633986,2.0,0.0526315789473684,0.022759325467259,0.0,0.0,7.3659391812797e-11,2240844.0,2135.0,57488.0,2,14.622363584839924,0.001355590423370242
scump,2025-06-09/2025-06-15,819.7777777777778,87.44444444444444,43.666666666666664,23.333333333333332,748.2222222222222,4.555555555555555,9,4097.083333333333,5.0,9.37484116899619,3.0,0.0526315789473684,0.022759325467259,0.0,0.0,7.3659391812797e-11,2240844.0,2135.0,57488.0,2,14.622363584839924,0.0003658343810536467
shroud,2025-05-12/2025-05-18,614.2,79.6,22.6,27.0,556.0,8.6,5,,,7.716080402010052,0.0,0.1052631578947368,0.0475856239710426,0.0614035087719298,0.0701754385964912,1.4068943836244226e-08,1844237.0,1049.0,9830.0,1,14.427576742015335,0.00033303745668262813
shroud,2025-05-19/2025-05-25,984.5,60.0,9.0,90.0,883.5,2.0,2,614.2,5.0,16.408333333333335,-3.0,0.1052631578947368,0.0475856239710426,0.0614035087719298,0.0701754385964912,1.4068943836244226e-08,1844237.0,1049.0,9830.0,1,14.427576742015335,0.0005338250994855867
shroud,2025-05-26/2025-06-01,333.0,4.5,6.5,27.5,298.0,1.0,2,799.35,3.5,74.0,0.0,0.1052631578947368,0.0475856239710426,0.0614035087719298,0.0701754385964912,1.4068943836244226e-08,1844237.0,1049.0,9830.0,1,14.427576742015335,0.0001805624765146779
shroud,2025-06-02/2025-06-08,698.25,16.25,7.5,27.0,663.5,0.25,4,643.9,3.0,42.96923076923077,2.0,0.1052631578947368,0.0475856239710426,0.0614035087719298,0.0701754385964912,1.4068943836244226e-08,1844237.0,1049.0,9830.0,1,14.427576742015335,0.0003786118595386602
shroud,2025-06-09/2025-06-15,2064.6666666666665,37.0,42.666666666666664,244.33333333333334,1764.6666666666667,13.0,3,671.9166666666666,2.6666666666666665,55.8018018018018,-1.0,0.1052631578947368,0.0475856239710426,0.0614035087719298,0.0701754385964912,1.4068943836244226e-08,1844237.0,1049.0,9830.0,1,14.427576742015335,0.0011195235030349497
